onset	duration	trial_type	Load	Delay	ReactionTime	ResponseAccuracy	ExpectedResponse	ButtonPressCode	PresentationInterval	ResponseInterval	onset_noTriggerAdjust
0.0323581739994552	9.48142075300075	6	3	4.5	0.771055690000139	CORRECT	2	28	1.985649835	2.99500250200072	0.0323581739994552
11.5159661339994	7.99222423400079	8	5	3	1.09458674300004	CORRECT	1	5	2.002126718	2.99508009400051	11.5159661339994
21.5102991459999	8.00864797000031	2	1	3	0.638376149000578	INCORRECT	1	28	2.00214473399956	3.01156216000072	21.5102991459999
31.5045742089997	8.00868175800042	5	3	3	0.871053288999974	CORRECT	2	28	2.00218751200009	2.99490936199982	31.5045742089997
43.5176167290001	9.49788654699933	3	1	4.5	1.01949144199989	CORRECT	1	5	2.00213344299937	2.99493563899978	43.5176167290001
59.0220632419996	6.48637852499996	1	1	1.5	0.979736192000018	INCORRECT	2	5	1.98564236899983	2.99498799100002	59.0220632419996
71.5149278059998	9.4979151030002	12	7	4.5	2.14765006099969	INCORRECT	2	5	2.00223713200012	2.99498268600018	71.5149278059998
85.0171744439995	9.49792295700081	6	3	4.5	1.11183337999955	INCORRECT	1	28	1.9856442650007	3.01150623600006	85.0171744439995
96.5173429489996	9.49786824000057	9	5	4.5	1.40520716399988	INCORRECT	2	5	1.98560166200059	2.99503459100015	96.5173429489996
110.019541606	7.99209994800003	11	7	3	1.26738872000078	CORRECT	2	28	1.98567810500026	2.99490214100024	110.019541606
126.020376984	7.99214338099955	8	5	3	1.23352689700005	INCORRECT	2	5	1.98558562699964	2.99498060099995	126.020376984
138.016896775	9.49787858000036	9	5	4.5	1.55017361099999	INCORRECT	1	28	2.00217768099992	2.9949655850005	138.016896775
151.502622559	6.51940843299963	4	3	1.5	1.2480037360001	INCORRECT	1	28	2.01870785400024	3.01142675899973	151.502622559
162.026409028	6.48638256400045	7	5	1.5	2.33170351600074	INCORRECT	1	28	1.98564787299983	2.9950080080007	162.026409028
172.517145858	9.49788859799992	6	3	4.5	1.16205385199919	INCORRECT	1	28	2.00212221299989	2.99501650699949	172.517145858
186.019375931	6.50294592699993	10	7	1.5	1.89350887599994	INCORRECT	1	28	1.98562209600004	3.01156632199945	186.019375931
196.510110978	6.50287994599967	1	1	1.5	1.52561631200024	INCORRECT	2	5	2.00218694700015	2.99496813399946	196.510110978
209.019548926	6.48640346000047	10	7	1.5	1.33448547699936	INCORRECT	2	5	1.98563511000066	2.99502545399992	209.019548926
219.510271644	8.00869649300057	2	1	3	0.901383618999716	INCORRECT	2	5	2.00216500700026	2.9949915570005	219.510271644
237.513314115	6.50289921900003	7	5	1.5	1.03661444999943	CORRECT	1	5	2.00214195199987	2.99498861099983	237.513314115
252.008340036999	8.0087570630003	5	3	3	1.14853790199959	INCORRECT	1	28	2.00220411999999	3.01161503599997	252.008340036999
264.004840828999	9.51444326100045	3	1	4.5	0.6950878560001	INCORRECT	1	28	2.00217039000017	3.01155059400025	264.004840828999
277.507046269	9.51452806299949	12	7	4.5	1.07992926899988	INCORRECT	2	5	2.00220439799978	3.01153953899939	277.507046269
289.007200534	8.00871081700006	11	7	3	1.28808545999982	CORRECT	1	5	2.00224821000029	2.99497273799989	289.007200534
301.020221068	7.99212969499968	2	1	3	1.05899161699926	INCORRECT	2	5	1.98561239199989	2.99495110599946	301.020221068
311.01452142	7.99219125199943	8	5	3	0.888467884999955	INCORRECT	2	5	2.00215296999977	2.99498024900004	311.01452142
321.008857592	6.5029077449999	10	7	1.5	1.16065123300086	CORRECT	1	5	2.00214141400011	2.99502007200044	321.008857592
335.520442702	6.48643447999984	1	1	1.5	0.908329457999571	CORRECT	1	5	2.00221889400018	2.99500931799957	335.520442702
344.008995788	8.0086999719997	11	7	3	1.03355736799949	INCORRECT	1	28	2.00216000299952	3.01151627899981	344.008995788
354.003375466	6.51946343799955	7	5	1.5	1.06876404499963	INCORRECT	2	5	2.01874319699982	3.0115631969993	354.003375466
362.508464708	6.50297926999974	4	3	1.5	0.993971402999705	INCORRECT	2	5	2.0021541139995	2.99500892000015	362.508464708
373.015721893999	7.99222334000024	11	7	3	1.01886861900039	INCORRECT	2	5	2.00215837000087	2.99504108200017	373.015721893999
383.010058666	9.51445769899965	3	1	4.5	1.09936096399997	INCORRECT	2	5	2.00218326399954	3.01155082900004	383.010058666
396.51231172	9.4979113749996	12	7	4.5	1.19380904899936	INCORRECT	2	5	2.00219704399933	2.99503594699945	396.51231172
408.012377954999	7.99212410900054	2	1	3	0.614792646999376	CORRECT	1	5	2.00212110600023	2.99495825699978	408.012377954999
428.017550952	6.5029268090002	10	7	1.5	0.995439618999626	INCORRECT	2	5	2.00218317200051	3.01154609999958	428.017550952
438.508271263	9.49793803200009	3	1	4.5	0.961665249000362	INCORRECT	1	28	2.01874934899934	2.99502163200032	438.508271263
450.00846	9.49783642399962	9	5	4.5	1.02116418800051	INCORRECT	1	28	2.00206819999948	2.99501882200002	450.00846
463.510669456999	9.51437629600059	6	3	4.5	1.18356383199989	INCORRECT	2	5	2.00221091399999	3.01151368499995	463.510669456999
475.010823002	8.00852786799987	5	3	3	1.48199015899991	INCORRECT	1	28	2.00209247500061	3.01143437099927	475.010823002
487.007223834	8.00867894400017	8	5	3	1.23518850900018	INCORRECT	2	5	2.00217966400032	2.99494360300014	487.007223834
499.020268585999	6.48635264200038	4	3	1.5	1.03097596399948	INCORRECT	2	5	2.00210576500012	2.99495574899993	499.020268585999
507.525352531999	6.48636179700043	4	3	1.5	1.11596125600045	INCORRECT	1	28	1.98555437200048	2.99497432600037	507.525352531999
520.018221664	7.99214326099991	5	3	3	1.01708362999943	INCORRECT	2	5	2.00224276800054	2.99500030999934	520.018221664
530.01257326	9.49784761299998	12	7	4.5	1.28886552699987	CORRECT	1	5	2.00217752299977	2.99488326099981	530.01257326
547.519145654	9.4978870140003	9	5	4.5	1.27254681799968	INCORRECT	1	28	2.00223771200035	3.01151370099979	547.519145654
559.019296873	6.50284618600017	1	1	1.5	0.948658461000377	CORRECT	2	28	1.98561532599979	3.01148683300016	559.019296873
567.507807547	6.50292557200009	7	5	1.5	1.20036070500009	INCORRECT	2	5	2.00218237799982	2.99500220900063	567.507807547
