onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0155668239999613	2	1	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	0.0321404740002436	0.0155668239999613	0.0321404740002436
4.51634218000027	2	2	CONTROL	1	0.8478736510001	2	RIGHT	28	1	1	0	0	4.53284096000016	4.51634218000027	4.53284096000016
11.515643276	4	3	TASK	2	0.807974061000095	1	LEFT	5	1	0	1	16	12.5084383200001	11.515643276	12.5084383200001
19.5078161690003	2	4	CONTROL	1	0.562644988000102	1	LEFT	5	1	1	0	0	19.5243043119999	19.5078161690003	19.5243043119999
22.039479432	4	5	TASK	2	0.511140354999952	2	RIGHT	28	1	0	1	28	23.0157376390002	22.039479432	23.0157376390002
38.5201833599999	4	6	TASK	2	0.619582544000423	1	LEFT	5	1	0	1	1	39.5129396279999	38.5201833599999	39.5129396279999
49.507322425	2	7	CONTROL	1	0.652868506999766	2	RIGHT	28	1	1	0	0	49.5237973160001	49.507322425	49.5237973160001
56.506591849	2	8	CONTROL	1	0.612710082999911	2	RIGHT	28	1	1	0	0	56.523172055	56.506591849	56.523172055
66.0045150179999	4	9	TASK	2	0.523674932999711	2	RIGHT	28	1	0	1	33	67.0139082640003	66.0045150179999	67.0139082640003
70.521881265	2	10	CONTROL	1	0.569354628000383	2	RIGHT	28	1	1	0	0	70.5384035689999	70.521881265	70.5384035689999
76.0154051700001	4	11	TASK	2	0.749420839999857	2	RIGHT	28	1	0	1	17	77.0081835220003	76.0154051700001	77.0081835220003
81.5089832910003	4	12	TASK	2	0.922630475000005	2	RIGHT	28	1	0	1	11	82.5017688840003	81.5089832910003	82.5017688840003
92.5127579310001	4	13	TASK	2	0.791653510999822	1	LEFT	5	1	0	1	8	93.5054729580002	92.5127579310001	93.5054729580002
98.0062555479999	2	14	CONTROL	1	0.698723640000026	1	LEFT	5	1	1	0	0	98.0228370899999	98.0062555479999	98.0228370899999
104.52576971	4	15	TASK	2	0.533469799999693	1	LEFT	5	1	0	1	5	105.501974604	104.52576971	105.501974604
109.009894966	2	16	CONTROL	1	0.571989915999893	1	LEFT	5	1	1	0	0	109.026463127	109.009894966	109.026463127
112.004900697	2	17	CONTROL	1	0.744092819999878	2	RIGHT	28	1	1	0	0	112.02143131	112.004900697	112.02143131
118.524370504	4	18	TASK	2	0.567108096999618	2	RIGHT	28	1	0	1	25	119.517176944	118.524370504	119.517176944
