onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.01581	1.19138	0.01581	1.20719	3.22585	1.19138	2.01214	COLOR	3	greentriangle	green	triangle	1	5	1	0.82076	LONG	2	1	CONGRUENT	NOSWITCH	0.01581	3.22585	1.20719
4.21879	1.2078	4.21879	5.42659	7.41226	1.2078	1.6055	C	1	redcircle	red	circle	4	28	2	0.3977	LONG	2	1	CONGRUENT	NOSWITCH	4.21879	7.41226	5.42659
8.4051	0.215100000000001	8.4051	8.6202	10.60574	0.215100000000001	0.967220000000001	SHAPE	4	greentriangle	green	triangle	1	5	1	0.75212	SHORT	1	1	CONGRUENT	SWITCH	8.4051	10.60574	8.6202
12.60795	0.21515	12.60795	12.8231	14.80872	0.21515	0.820419999999999	S	2	redtriangle	red	triangle	2	5	1	0.60527	SHORT	1	1	INCONGRUENT	NOSWITCH	12.60795	14.80872	12.8231
16.81091	1.20789	16.81091	18.0188	20.02098	1.20789	1.76699	SHAPE	4	redtriangle	red	triangle	2	5	1	0.5591	LONG	2	1	INCONGRUENT	NOSWITCH	16.81091	20.02098	18.0188
21.01381	1.1914	21.01381	22.20521	24.20733	1.1914	1.80228	C	1	redcircle	red	circle	4	28	2	0.61088	LONG	2	1	CONGRUENT	SWITCH	21.01381	24.20733	22.20521
25.21667	1.19141	25.21667	26.40808	28.4102	1.19141	1.68506	COLOR	3	greencircle	green	circle	3	5	1	0.49365	LONG	2	1	INCONGRUENT	NOSWITCH	25.21667	28.4102	26.40808
31.40528	1.20784	31.40528	32.61312	34.61531	1.20784	1.78364	C	1	redcircle	red	circle	4	28	2	0.5758	LONG	2	1	CONGRUENT	NOSWITCH	31.40528	34.61531	32.61312
35.62472	0.198549999999997	35.62472	35.82327	37.80885	0.198549999999997	0.880239999999997	COLOR	3	redcircle	red	circle	4	28	2	0.68169	SHORT	1	1	CONGRUENT	NOSWITCH	35.62472	37.80885	35.82327
38.81824	0.198519999999995	38.81824	39.01676	41.01893	0.198519999999995	0.909689999999995	C	1	greentriangle	green	triangle	1	5	1	0.71117	SHORT	1	1	CONGRUENT	NOSWITCH	38.81824	41.01893	39.01676
43.0046	0.215079999999993	43.0046	43.21968	45.20537	0.215079999999993	1.04841999999999	COLOR	3	greencircle	green	circle	3	5	1	0.83334	SHORT	1	1	INCONGRUENT	NOSWITCH	43.0046	45.20537	43.21968
46.21468	1.20794	46.21468	47.42262	49.40825	1.20794	1.82464	SHAPE	4	greentriangle	green	triangle	1	5	1	0.6167	LONG	2	1	CONGRUENT	SWITCH	46.21468	49.40825	47.42262
50.41765	0.198540000000001	50.41765	50.61619	52.61832	0.198540000000001	0.995350000000001	S	2	redcircle	red	circle	4	28	2	0.79681	SHORT	1	1	CONGRUENT	NOSWITCH	50.41765	52.61832	50.61619
54.62051	0.198569999999997	54.62051	54.81908	56.82126	0.198569999999997	0.963709999999997	COLOR	3	redtriangle	red	triangle	2	28	2	0.76514	SHORT	1	1	INCONGRUENT	SWITCH	54.62051	56.82126	54.81908
57.81404	0.198570000000004	57.81404	58.01261	60.01476	0.198570000000004	1.12064	C	1	greencircle	green	circle	3	5	1	0.92207	SHORT	1	1	INCONGRUENT	NOSWITCH	57.81404	60.01476	58.01261
61.00759	1.20796	61.00759	62.21555	64.21771	1.20796	1.67943	COLOR	3	redcircle	red	circle	4	28	2	0.47147	LONG	2	1	CONGRUENT	NOSWITCH	61.00759	64.21771	62.21555
65.21053	0.215089999999989	65.21053	65.42562	67.41122	0.215089999999989	0.983929999999989	C	1	redtriangle	red	triangle	2	28	2	0.76884	SHORT	1	1	INCONGRUENT	NOSWITCH	65.21053	67.41122	65.42562
68.42059	0.198579999999993	68.42059	68.61917	70.60485	0.198579999999993	1.20057999999999	S	2	redtriangle	red	triangle	2	5	1	1.002	SHORT	1	1	INCONGRUENT	SWITCH	68.42059	70.60485	68.61917
71.61416	0.198499999999996	71.61416	71.81266	73.8149	0.198499999999996	1.19263	SHAPE	4	redtriangle	red	triangle	2	5	1	0.99413	SHORT	1	1	INCONGRUENT	NOSWITCH	71.61416	73.8149	71.81266
74.82429	0.181969999999993	74.82429	75.00626	77.02505	0.181969999999993	0.963069999999993	S	2	greentriangle	green	triangle	1	5	1	0.7811	SHORT	1	1	CONGRUENT	NOSWITCH	74.82429	77.02505	75.00626
78.00123	1.20800999999999	78.00123	79.20924	81.21139	1.20800999999999	1.78461999999999	SHAPE	4	redtriangle	red	triangle	2	5	1	0.57661	LONG	2	1	INCONGRUENT	NOSWITCH	78.00123	81.21139	79.20924
82.22067	1.19139	82.22067	83.41206	85.41423	1.19139	1.7277	COLOR	3	redcircle	red	circle	4	28	2	0.53631	LONG	2	1	CONGRUENT	SWITCH	82.22067	85.41423	83.41206
87.41641	0.198580000000007	87.41641	87.61499	89.61718	0.198580000000007	0.928970000000007	C	1	greencircle	green	circle	3	5	1	0.73039	SHORT	1	1	INCONGRUENT	NOSWITCH	87.41641	89.61718	87.61499
90.60995	1.20793	90.60995	91.81788	93.82011	1.20793	1.69995	COLOR	3	greencircle	green	circle	3	5	1	0.49202	LONG	2	1	INCONGRUENT	NOSWITCH	90.60995	93.82011	91.81788
94.8129	0.198570000000004	94.8129	95.01147	97.01357	0.198570000000004	0.896160000000004	C	1	redcircle	red	circle	4	28	2	0.69759	SHORT	1	1	CONGRUENT	NOSWITCH	94.8129	97.01357	95.01147
98.02298	0.18204999999999	98.02298	98.20503	100.20713	0.18204999999999	0.98926999999999	COLOR	3	greencircle	green	circle	3	5	1	0.80722	SHORT	1	1	INCONGRUENT	NOSWITCH	98.02298	100.20713	98.20503
101.21655	1.19132	101.21655	102.40787	104.41004	1.19132	1.7961	SHAPE	4	greencircle	green	circle	3	28	2	0.60478	LONG	2	1	INCONGRUENT	SWITCH	101.21655	104.41004	102.40787
105.41943	1.19138	105.41943	106.61081	108.61302	1.19138	1.77088	S	2	greentriangle	green	triangle	1	5	1	0.5795	LONG	2	1	CONGRUENT	NOSWITCH	105.41943	108.61302	106.61081
109.60582	1.20790000000001	109.60582	110.81372	112.81588	1.20790000000001	1.74425000000001	SHAPE	4	greencircle	green	circle	3	28	2	0.53635	LONG	2	1	INCONGRUENT	NOSWITCH	109.60582	112.81588	110.81372
114.8181	0.198520000000002	114.8181	115.01662	117.01875	0.198520000000002	0.963160000000002	S	2	redcircle	red	circle	4	28	2	0.76464	SHORT	1	1	CONGRUENT	NOSWITCH	114.8181	117.01875	115.01662
119.02091	1.19147	119.02091	120.21238	122.21457	1.19147	1.59021	SHAPE	4	greentriangle	green	triangle	1	5	1	0.39874	LONG	2	1	CONGRUENT	NOSWITCH	119.02091	122.21457	120.21238
123.2074	0.215149999999994	123.2074	123.42255	125.40804	0.215149999999994	1.04620999999999	C	1	redtriangle	red	triangle	2	28	2	0.83106	SHORT	1	1	INCONGRUENT	SWITCH	123.2074	125.40804	123.42255
126.41743	1.19141	126.41743	127.60884	129.61099	1.19141	1.71789	COLOR	3	redcircle	red	circle	4	28	2	0.52648	LONG	2	1	CONGRUENT	NOSWITCH	126.41743	129.61099	127.60884
130.62032	0.198610000000002	130.62032	130.81893	132.82105	0.198610000000002	0.952370000000002	C	1	greentriangle	green	triangle	1	5	1	0.75376	SHORT	1	1	CONGRUENT	NOSWITCH	130.62032	132.82105	130.81893
134.82323	0.198579999999993	134.82323	135.02181	137.00738	0.198579999999993	0.749899999999993	COLOR	3	greentriangle	green	triangle	1	5	1	0.55132	SHORT	1	1	CONGRUENT	NOSWITCH	134.82323	137.00738	135.02181
139.00958	1.20797999999999	139.00958	140.21756	142.21974	1.20797999999999	1.76617999999999	S	2	redtriangle	red	triangle	2	5	1	0.5582	LONG	2	1	INCONGRUENT	SWITCH	139.00958	142.21974	140.21756
144.20533	0.215119999999985	144.20533	144.42045	146.42259	0.215119999999985	1.02352999999998	SHAPE	4	greencircle	green	circle	3	28	2	0.80841	SHORT	1	1	INCONGRUENT	NOSWITCH	144.20533	146.42259	144.42045
147.41544	1.19136	147.41544	148.6068	150.609	1.19136	1.71705	S	2	greencircle	green	circle	3	28	2	0.52569	LONG	2	1	INCONGRUENT	NOSWITCH	147.41544	150.609	148.6068
