onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.01574	1.19145	0.01574	1.20719	3.22585	1.19145	1.19145	COLOR	3	greencircle	green	circle	3	n/a	0	n/a	LONG	2	0	INCONGRUENT	NOSWITCH	0.01574	3.22585	1.20719
4.21872	1.2079	4.21872	5.42662	7.41219	1.2079	2.46286	SHAPE	4	redcircle	red	circle	4	5	1	1.25496	LONG	2	1	CONGRUENT	SWITCH	4.21872	7.41219	5.42662
8.40506	1.20801	8.40506	9.61307	11.61518	1.20801	1.20801	S	2	greencircle	green	circle	3	n/a	0	n/a	LONG	2	0	INCONGRUENT	NOSWITCH	8.40506	11.61518	9.61307
12.60796	1.2079	12.60796	13.81586	15.81803	1.2079	2.08957	SHAPE	4	redcircle	red	circle	4	5	1	0.88167	LONG	2	1	CONGRUENT	NOSWITCH	12.60796	15.81803	13.81586
17.82023	1.19136	17.82023	19.01159	21.0138	1.19136	2.37958	S	2	greentriangle	green	triangle	1	28	2	1.18822	LONG	2	1	CONGRUENT	NOSWITCH	17.82023	21.0138	19.01159
22.00659	1.20786	22.00659	23.21445	25.21669	1.20786	2.42249	SHAPE	4	redcircle	red	circle	4	5	1	1.21463	LONG	2	1	CONGRUENT	NOSWITCH	22.00659	25.21669	23.21445
26.20948	0.198640000000001	26.20948	26.40812	28.4268	0.198640000000001	0.198640000000001	S	2	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	INCONGRUENT	NOSWITCH	26.20948	28.4268	26.40812
29.41961	1.19136	29.41961	30.61097	32.61317	1.19136	2.9989	C	1	redcircle	red	circle	4	5	1	1.80754	LONG	2	1	CONGRUENT	SWITCH	29.41961	32.61317	30.61097
34.61537	0.198520000000002	34.61537	34.81389	36.81606	0.198520000000002	1.65328	COLOR	3	greencircle	green	circle	3	28	2	1.45476	SHORT	1	1	INCONGRUENT	NOSWITCH	34.61537	36.81606	34.81389
37.80885	0.215139999999998	37.80885	38.02399	40.00963	0.215139999999998	1.29084	C	1	greentriangle	green	triangle	1	28	2	1.0757	SHORT	1	1	CONGRUENT	NOSWITCH	37.80885	40.00963	38.02399
41.01897	0.198629999999994	41.01897	41.2176	43.23626	0.198629999999994	0.198629999999994	SHAPE	4	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	INCONGRUENT	SWITCH	41.01897	43.23626	41.2176
44.21253	0.198569999999997	44.21253	44.4111	46.42976	0.198569999999997	0.198569999999997	C	1	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	INCONGRUENT	SWITCH	44.21253	46.42976	44.4111
47.42261	1.19132	47.42261	48.61393	50.61618	1.19132	2.12255	COLOR	3	redcircle	red	circle	4	5	1	0.93123	LONG	2	1	CONGRUENT	NOSWITCH	47.42261	50.61618	48.61393
51.60901	1.20781	51.60901	52.81682	54.81908	1.20781	2.18666	C	1	redtriangle	red	triangle	2	28	2	0.97885	LONG	2	0	INCONGRUENT	NOSWITCH	51.60901	54.81908	52.81682
56.82123	1.19137	56.82123	58.0126	60.01477	1.19137	2.00758	S	2	redtriangle	red	triangle	2	5	1	0.81621	LONG	2	0	INCONGRUENT	SWITCH	56.82123	60.01477	58.0126
61.0076	1.20798000000001	61.0076	62.21558	64.2177	1.20798000000001	1.91616000000001	SHAPE	4	redtriangle	red	triangle	2	28	2	0.70818	LONG	2	1	INCONGRUENT	NOSWITCH	61.0076	64.2177	62.21558
65.21049	1.20790000000001	65.21049	66.41839	68.42058	1.20790000000001	1.20790000000001	S	2	redcircle	red	circle	4	n/a	0	n/a	LONG	2	0	CONGRUENT	NOSWITCH	65.21049	68.42058	66.41839
