onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0158523479999531	2	1	CONTROL	1	1.00323532100015	1	LEFT	5	1	1	0	0	0.0324199069998485	0.0158523479999531	0.0324199069998485
4.51665213999991	2	2	CONTROL	1	1.03490231499995	2	RIGHT	28	1	1	0	0	4.53321577499992	4.51665213999991	4.53321577499992
11.5159919569999	4	3	TASK	2	1.33846477399993	1	LEFT	5	1	0	1	16	12.5088108039999	11.5159919569999	12.5088108039999
19.5081068019999	2	4	CONTROL	1	0.800933155000166	1	LEFT	5	1	1	0	0	19.5246629889998	19.5081068019999	19.5246629889998
22.039837392	4	5	TASK	2	1.72913653899991	2	RIGHT	28	1	0	1	28	23.016069732	22.039837392	23.016069732
38.5039535829999	4	6	TASK	2	1.16797760199984	1	LEFT	5	1	0	1	1	39.51333813	38.5039535829999	39.51333813
49.507678962	2	7	CONTROL	1	1.06054805400004	2	RIGHT	28	1	1	0	0	49.5242457059999	49.507678962	49.5242457059999
56.5234691539999	2	8	CONTROL	1	0.943797483000026	2	RIGHT	28	1	1	0	0	56.5400441469999	56.5234691539999	56.5400441469999
66.0214129819999	4	9	TASK	2	1.50146466100023	2	RIGHT	28	1	0	1	33	67.0142153519998	66.0214129819999	67.0142153519998
70.5221211999999	2	10	CONTROL	1	0.823062027000105	2	RIGHT	28	1	1	0	0	70.5386879589998	70.5221211999999	70.5386879589998
76.015761461	4	11	TASK	2	1.21299155799989	2	RIGHT	28	1	0	1	17	77.0085751829999	76.015761461	77.0085751829999
81.5092832769999	4	12	TASK	2	1.17367118100037	2	RIGHT	28	1	0	1	11	82.5021385479997	81.5092832769999	82.5021385479997
92.5129991199999	4	13	TASK	2	1.08749419600008	1	LEFT	5	1	0	1	8	93.5058466539997	92.5129991199999	93.5058466539997
98.0066128189999	2	14	CONTROL	1	0.774087345000225	1	LEFT	5	1	1	0	0	98.0231131439998	98.0066128189999	98.0231131439998
104.509497084	4	15	TASK	2	1.37984285900029	1	LEFT	5	1	0	1	5	105.50232289	104.509497084	105.50232289
109.010216402	2	16	CONTROL	1	0.986443151000003	1	LEFT	5	1	1	0	0	109.026755791	109.010216402	109.026755791
112.021801633	2	17	CONTROL	1	0.870200530000147	2	RIGHT	28	1	1	0	0	112.038289944	112.021801633	112.038289944
118.508209194	4	18	TASK	2	0.854960382999707	2	RIGHT	28	1	0	1	25	119.51759224	118.508209194	119.51759224
125.01112588	2	19	CONTROL	1	0.667134904999784	1	LEFT	5	1	1	0	0	125.027682879	125.01112588	125.027682879
129.015384815	4	20	TASK	2	1.08572862300025	1	LEFT	5	1	0	1	21	130.008225477	129.015384815	130.008225477
135.005395635	4	21	TASK	2	1.99760627800015	2	RIGHT	28	1	0	1	35	136.014746697	135.005395635	136.014746697
151.006236697	4	22	TASK	2	1.53437130100019	1	LEFT	5	1	0	1	4	152.015576271	151.006236697	152.015576271
155.523474183	4	23	TASK	2	1.27938784400021	2	RIGHT	28	1	0	1	34	156.516323701	155.523474183	156.516323701
161.017138744	2	24	CONTROL	1	0.623607642000024	2	RIGHT	28	1	1	0	0	161.033611943	161.017138744	161.033611943
165.021450862	2	25	CONTROL	1	0.488708567999765	1	LEFT	5	1	1	0	0	165.037988841	165.021450862	165.037988841
174.519299121	2	26	CONTROL	1	0.605079307000324	2	RIGHT	28	1	1	0	0	174.535917491	174.519299121	174.535917491
179.516463794	2	27	CONTROL	1	1.05025086100022	2	RIGHT	28	1	1	0	0	179.533127483	179.516463794	179.533127483
182.048180233	4	28	TASK	2	1.14639157400006	2	RIGHT	28	1	0	1	15	183.007913696	182.048180233	183.007913696
189.014405706	2	29	CONTROL	1	0.665820961999998	2	RIGHT	28	1	1	0	0	189.030945071	189.014405706	189.030945071
193.018748707	4	30	TASK	2	1.14788978700017	2	RIGHT	28	1	0	1	36	194.011563552	193.018748707	194.011563552
202.020242405	4	31	TASK	2	0.853825399000016	2	RIGHT	28	1	0	1	14	203.013066692	202.020242405	203.013066692
209.516030634	4	32	TASK	2	1.38464079300002	1	LEFT	5	1	0	1	77	210.508789416	209.516030634	210.508789416
216.018943679	2	33	CONTROL	1	0.842247697999937	2	RIGHT	28	1	1	0	0	216.035479003	216.018943679	216.035479003
