onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0133018271744731	2	1	CONTROL	1	1.25112921882555	1	LEFT	5	1	1	0	0	0.0464215771744421	0.0133018271744731	0.0464215771744421
4.52280564342709	2	2	CONTROL	1	0.666204862572613	2	RIGHT	28	1	1	0	0	4.53941403842737	4.52280564342709	4.53941403842737
11.5192739881741	4	3	TASK	2	0.891580516572503	1	LEFT	5	1	0	1	16	12.5140188444275	11.5192739881741	12.5140188444275
19.5104313334273	2	4	CONTROL	1	0.831699874791866	1	LEFT	5	1	1	0	0	19.527052400208	19.5104313334273	19.527052400208
22.0470786204273	4	5	TASK	2	0.790782605572531	2	RIGHT	28	1	0	1	28	23.0086902404273	22.0470786204273	23.0086902404273
38.5102381664274	4	6	TASK	2	0.727885117516962	1	LEFT	5	1	0	1	1	39.5050919994833	38.5102381664274	39.5050919994833
49.5187702771741	2	7	CONTROL	1	0.673886544320339	2	RIGHT	28	1	1	0	0	49.5353468406797	49.5187702771741	49.5353468406797
56.5151921384272	2	8	CONTROL	1	1.19726657753972	2	RIGHT	28	1	1	0	0	56.5318666444605	56.5151921384272	56.5318666444605
66.01512725168	4	9	TASK	2	0.9483252037694	2	RIGHT	28	1	0	1	33	67.0099826152305	66.01512725168	67.0099826152305
70.5246374694275	2	10	CONTROL	1	1.04899853780307	2	RIGHT	28	1	1	0	0	70.5412095621969	70.5246374694275	70.5412095621969
76.012398341174	4	11	TASK	2	1.31377904876945	2	RIGHT	28	1	0	1	17	77.0072082662305	76.012398341174	77.0072082662305
81.5166513906797	4	12	TASK	2	1.55512782882579	2	RIGHT	28	1	0	1	11	82.5114200041744	81.5166513906797	82.5114200041744
92.5086791434273	4	13	TASK	2	0.870544578825502	1	LEFT	5	1	0	1	8	93.5200368661745	92.5086791434273	93.5200368661745
98.0129517381743	2	14	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	98.0295506194275	98.0129517381743	98.0295506194275
104.511956293174	4	15	TASK	2	0.842881618769752	1	LEFT	5	1	0	1	5	105.50680548023	104.511956293174	105.50680548023
109.021581445427	2	16	CONTROL	1	0.788528143572876	1	LEFT	5	1	1	0	0	109.038072303427	109.021581445427	109.038072303427
112.022365861427	2	17	CONTROL	1	0.737713995078138	2	RIGHT	28	1	1	0	0	112.038906060922	112.022365861427	112.038906060922
118.521407369427	4	18	TASK	2	0.60428446257265	2	RIGHT	28	1	0	1	25	119.516160738428	118.521407369427	119.516160738428
125.020523119427	2	19	CONTROL	1	1.13761765253957	1	LEFT	5	1	1	0	0	125.037062120461	125.020523119427	125.037062120461
129.016107570174	4	20	TASK	2	0.878308627572551	1	LEFT	5	1	0	1	21	130.010800567427	129.016107570174	130.010800567427
135.017717778174	4	21	TASK	2	0.930924909572695	2	RIGHT	28	1	0	1	35	136.012501619427	135.017717778174	136.012501619427
151.016619602922	4	22	TASK	2	0.930092564572988	1	LEFT	5	1	0	1	4	152.011414550427	151.016619602922	152.011414550427
155.526266216955	4	23	TASK	2	0.766352819780877	2	RIGHT	28	1	0	1	34	156.504407511219	155.526266216955	156.504407511219
161.013913691427	2	24	CONTROL	1	0.624864668572627	2	RIGHT	28	1	1	0	0	161.030537546427	161.013913691427	161.030537546427
165.009545236438	2	25	CONTROL	1	0.730910256078459	1	LEFT	5	1	1	0	0	165.026030887921	165.009545236438	165.026030887921
174.525926690427	2	26	CONTROL	1	0.615851494791968	2	RIGHT	28	1	1	0	0	174.542571819208	174.525926690427	174.542571819208
