onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.01583	1.20799	0.01583	1.22382	3.20948	1.20799	1.85023	COLOR	3	greencircle	green	circle	3	5	1	0.64224	LONG	2	1	CONGRUENT	NOSWITCH	0.01583	3.20948	1.22382
4.21879	1.19135	4.21879	5.41014	7.41235	1.19135	1.88696	SHAPE	4	redcircle	red	circle	4	5	1	0.69561	LONG	2	1	INCONGRUENT	SWITCH	4.21879	7.41235	5.41014
8.4217	1.19138	8.4217	9.61308	11.61522	1.19138	2.39592	S	2	greencircle	green	circle	3	5	1	1.20454	LONG	2	1	CONGRUENT	NOSWITCH	8.4217	11.61522	9.61308
12.62459	1.19142	12.62459	13.81601	15.81809	1.19142	2.03994	SHAPE	4	redcircle	red	circle	4	5	1	0.84852	LONG	2	1	INCONGRUENT	NOSWITCH	12.62459	15.81809	13.81601
17.82033	1.19134	17.82033	19.01167	21.01381	1.19134	1.65291	S	2	greentriangle	green	triangle	1	28	2	0.46157	LONG	2	1	INCONGRUENT	NOSWITCH	17.82033	21.01381	19.01167
22.02322	1.19136	22.02322	23.21458	25.21679	1.19136	1.65299	SHAPE	4	redcircle	red	circle	4	5	1	0.46163	LONG	2	1	INCONGRUENT	NOSWITCH	22.02322	25.21679	23.21458
26.20962	0.215059999999998	26.20962	26.42468	28.41028	0.215059999999998	0.841929999999998	S	2	redtriangle	red	triangle	2	28	2	0.62687	SHORT	1	1	CONGRUENT	NOSWITCH	26.20962	28.41028	26.42468
29.41967	1.19142	29.41967	30.61109	32.61324	1.19142	1.66618	C	1	redcircle	red	circle	4	28	2	0.47476	LONG	2	1	INCONGRUENT	SWITCH	29.41967	32.61324	30.61109
34.61544	0.198549999999997	34.61544	34.81399	36.8162	0.198549999999997	0.729689999999997	COLOR	3	greencircle	green	circle	3	5	1	0.53114	SHORT	1	1	CONGRUENT	NOSWITCH	34.61544	36.8162	34.81399
37.80899	0.21508	37.80899	38.02407	40.00975	0.21508	1.22761	C	1	greentriangle	green	triangle	1	5	1	1.01253	SHORT	1	1	INCONGRUENT	NOSWITCH	37.80899	40.00975	38.02407
