onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0156979220000721	2	1	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	0.06537773499997	0.0156979220000721	0.06537773499997
4.51648415400007	2	2	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	4.533015331	4.51648415400007	4.533015331
11.515845771	4	3	TASK	2	1.63159452499997	1	LEFT	5	1	0	1	16	12.5086359850001	11.515845771	12.5086359850001
19.507980903	2	4	CONTROL	1	1.78298636400007	1	LEFT	5	1	1	0	0	19.524519759	19.507980903	19.524519759
22.03962483	4	5	TASK	2	3.307919427	2	LEFT	5	0	0	0	28	23.015883644	22.03962483	23.015883644
38.5203267310001	4	6	TASK	2	1.24274893500001	1	LEFT	5	1	0	1	1	39.513149125	38.5203267310001	39.513149125
49.524019917	2	7	CONTROL	1	2.25525804600011	2	RIGHT	28	1	1	0	0	49.540552136	49.524019917	49.540552136
56.5068012830001	2	8	CONTROL	1	1.45534034900004	2	RIGHT	28	1	1	0	0	56.523350255	56.5068012830001	56.523350255
66.004705615	4	9	TASK	2	2.67781176200003	2	RIGHT	28	1	0	1	33	67.014094916	66.004705615	67.014094916
70.521983193	2	10	CONTROL	1	1.69756148099998	2	RIGHT	28	1	1	0	0	70.538543395	70.521983193	70.538543395
76.015635082	4	11	TASK	2	2.67577262899999	2	RIGHT	28	1	0	1	17	77.0083909050001	76.015635082	77.0083909050001
81.509092616	4	12	TASK	2	1.74982852400001	2	RIGHT	28	1	0	1	11	82.5019020770001	81.509092616	82.5019020770001
92.512809401	4	13	TASK	2	1.65801292000003	1	LEFT	5	1	0	1	8	93.505571574	92.512809401	93.505571574
98.0063998300001	2	14	CONTROL	1	1.49332178600002	1	LEFT	5	1	1	0	0	98.022933509	98.0063998300001	98.022933509
104.525851551	4	15	TASK	2	1.18841541900008	1	LEFT	5	1	0	1	5	105.518673359	104.525851551	105.518673359
109.026567199	2	16	CONTROL	1	1.32858831999999	1	LEFT	5	1	1	0	0	109.043127419	109.026567199	109.043127419
112.021562611	2	17	CONTROL	1	1.14172709100001	2	RIGHT	28	1	1	0	0	112.038082056	112.021562611	112.038082056
118.508017484	4	18	TASK	2	0.885412181999982	2	RIGHT	28	1	0	1	25	119.517339089	118.508017484	119.517339089
125.010871129	2	19	CONTROL	1	1.30437535299995	1	LEFT	5	1	1	0	0	125.027489305	125.010871129	125.027489305
129.015250863	4	20	TASK	2	1.33154654399993	1	LEFT	5	1	0	1	21	130.007992537	129.015250863	130.007992537
135.005173078	4	21	TASK	2	1.38930258100004	2	RIGHT	28	1	0	1	35	136.014568367	135.005173078	136.014568367
151.022603178	4	22	TASK	2	1.428241791	1	LEFT	5	1	0	1	4	152.015452506	151.022603178	152.015452506
155.523364188	4	23	TASK	2	1.24729253999999	2	RIGHT	28	1	0	1	34	156.516148814	155.523364188	156.516148814
161.016927959	2	24	CONTROL	1	1.54567884300002	2	RIGHT	28	1	1	0	0	161.033426798	161.016927959	161.033426798
165.004685795	2	25	CONTROL	1	1.65481474599994	1	LEFT	5	1	1	0	0	165.021320269	165.004685795	165.021320269
174.519135165	2	26	CONTROL	1	0.828314151999962	2	RIGHT	28	1	1	0	0	174.535671163	174.519135165	174.535671163
179.516345826	2	27	CONTROL	1	1.04738974999998	2	RIGHT	28	1	1	0	0	179.532865996	179.516345826	179.532865996
182.048017407	4	28	TASK	2	2.43560635300003	2	RIGHT	28	1	0	1	15	183.007676885	182.048017407	183.007676885
189.014212096	2	29	CONTROL	1	1.397317047	2	RIGHT	28	1	1	0	0	189.030733433	189.014212096	189.030733433
193.018526717	4	30	TASK	2	1.65613217700002	2	RIGHT	28	1	0	1	36	194.011351051	193.018526717	194.011351051
202.003538159	4	31	TASK	2	2.08658165099996	2	RIGHT	28	1	0	1	14	203.012928885	202.003538159	203.012928885
209.515854229	4	32	TASK	2	1.96618417800005	1	LEFT	5	1	0	1	77	210.508641111	209.515854229	210.508641111
216.018744135	2	33	CONTROL	1	1.463842548	2	RIGHT	28	1	1	0	0	216.035290897	216.018744135	216.035290897
220.519507123	4	34	TASK	2	1.81977487099994	1	LEFT	5	1	0	1	87	221.512311142	220.519507123	221.512311142
226.013093159	4	35	TASK	2	1.93410233500003	1	LEFT	5	1	0	1	73	227.005883919	226.013093159	227.005883919
240.011719533	4	36	TASK	2	1.59852746399997	1	LEFT	5	1	0	1	94	241.004511079	240.011719533	241.004511079
254.010400441	4	37	TASK	2	1.51310286600005	1	LEFT	5	1	0	1	64	255.003174241	254.010400441	255.003174241
261.506135583	4	38	TASK	2	1.14427707900006	2	RIGHT	28	1	0	1	69	262.515448344	261.506135583	262.515448344
280.02208823	2	39	CONTROL	1	1.63769957600005	1	LEFT	5	1	1	0	0	280.038648568	280.02208823	280.038648568
283.017071633	4	40	TASK	2	1.39294769900005	2	RIGHT	28	1	0	1	97	284.009917739	283.017071633	284.009917739
292.018608075	4	41	TASK	2	2.27941827300003	1	LEFT	5	1	0	1	63	293.011386871	292.018608075	293.011386871
297.512206639	2	42	CONTROL	1	1.570920237	1	LEFT	5	1	1	0	0	297.528708418	297.512206639	297.528708418
305.520850073	2	43	CONTROL	1	1.36297124200007	1	LEFT	5	1	1	0	0	305.53740206	305.520850073	305.53740206
316.524513323	4	44	TASK	2	1.16591284599997	1	LEFT	5	1	0	1	70	317.517329532	316.524513323	317.517329532
324.003689325	4	45	TASK	2	1.14277470499997	1	LEFT	5	1	0	1	104	325.013029606	324.003689325	325.013029606
331.019584546	2	46	CONTROL	1	1.66311999099992	1	LEFT	5	1	1	0	0	331.036147148	331.019584546	331.036147148
336.513136024	4	47	TASK	2	2.04967826000006	2	RIGHT	28	1	0	1	45	337.505948021	336.513136024	337.505948021
347.020456041	4	48	TASK	2	1.15862557299999	2	RIGHT	28	1	0	1	83	348.013196111	347.020456041	348.013196111
358.007582374	2	49	CONTROL	1	1.27527244999999	1	LEFT	5	1	1	0	0	358.024104233	358.007582374	358.024104233
363.021294382	2	50	CONTROL	1	0.933470388999922	2	RIGHT	28	1	1	0	0	363.037832055	363.021294382	363.037832055
370.517056531	2	51	CONTROL	1	1.0136112030001	2	RIGHT	28	1	1	0	0	370.533582036	370.517056531	370.533582036
376.506980679	4	52	TASK	2	1.63982376700005	2	RIGHT	28	1	0	1	93	377.51629399	376.506980679	377.51629399
383.506303676	4	53	TASK	2	1.00739947399995	1	LEFT	5	1	0	1	46	384.515675985	383.506303676	384.515675985
390.505627836	4	54	TASK	2	1.12074836199997	2	RIGHT	28	1	0	1	96	391.514967608	390.505627836	391.514967608
405.017310571	4	55	TASK	2	n/a	2	n/a	n/a	0	0	0	49	406.010178619	405.017310571	406.010178619
412.016604639	4	56	TASK	2	1.28961102300002	2	RIGHT	28	1	0	1	103	413.00940454	412.016604639	413.00940454
418.502985571	4	57	TASK	2	0.826825235000001	2	RIGHT	28	1	0	1	66	419.512357452	418.502985571	419.512357452
429.506657999	4	58	TASK	2	1.19980571799999	2	RIGHT	28	1	0	1	48	430.515994046	429.506657999	430.515994046
443.505308676	4	59	TASK	2	1.18477374600002	2	RIGHT	28	1	0	1	99	444.514658651	443.505308676	444.514658651
448.02257474	4	60	TASK	2	0.844124239000053	1	LEFT	5	1	0	1	98	449.01542609	448.02257474	449.01542609
453.019848213	4	61	TASK	2	1.91946244999997	2	RIGHT	28	1	0	1	62	454.012578316	453.019848213	454.012578316
459.522698784	2	62	CONTROL	1	1.51210431099992	1	LEFT	5	1	1	0	0	459.539243344	459.522698784	459.539243344
465.016233385	4	63	TASK	2	1.18730260699988	1	LEFT	5	1	0	1	102	466.009101393	465.016233385	466.009101393
473.521367173	4	64	TASK	2	1.10525986099992	2	RIGHT	28	1	0	1	82	474.514184445	473.521367173	474.514184445
