onset	duration	value	trial_type
10.2847	13.5000	1	rest_ons
23.7847	3.0000	1	prep_ons
26.7847	13.5000	1	hold_ons
40.2847	13.5000	1	rest_ons
53.7847	3.0000	1	prep_ons
56.7847	13.5000	1	hold_ons
70.2847	13.5000	1	rest_ons
83.7847	3.0000	1	prep_ons
86.7847	13.5000	1	hold_ons
100.2847	13.5000	1	rest_ons
113.7847	3.0000	1	prep_ons
116.7847	13.5000	1	hold_ons
130.2847	13.5000	1	rest_ons
143.7847	3.0000	1	prep_ons
146.7847	13.5000	1	hold_ons
