onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02987	1.19366	0.02987	1.22353	3.213	1.19366	2.81845	COLOR	3	greentriangle	green	triangle	1	5	1	1.62479	LONG	2	1	CONGRUENT	NOSWITCH	0.02987	3.213	1.22353
4.22436	1.19376	4.22436	5.41812	7.40756	1.19376	2.72264	C	1	redcircle	red	circle	4	28	2	1.52888	LONG	2	1	CONGRUENT	NOSWITCH	4.22436	7.40756	5.41812
8.41894	0.198970000000001	8.41894	8.61791	10.62393	0.198970000000001	0.198970000000001	FORMA	0	greentriangle	green	triangle	1	n/a	0	n/a	SHORT	1	0	CONGRUENT	SWITCH	8.41894	10.62393	8.61791
12.61344	0.21556	12.61344	12.829	14.81852	0.21556	1.96964	F	0	redtriangle	red	triangle	2	5	1	1.75408	SHORT	1	0	INCONGRUENT	SWITCH	12.61344	14.81852	12.829
16.8081	1.21021	16.8081	18.01831	20.0243	1.21021	2.06267	FORMA	0	redtriangle	red	triangle	2	5	1	0.85246	LONG	2	0	INCONGRUENT	SWITCH	16.8081	20.0243	18.01831
21.01911	1.19371	21.01911	22.21282	24.21884	1.19371	2.08387	C	1	redcircle	red	circle	4	28	2	0.89016	LONG	2	1	CONGRUENT	SWITCH	21.01911	24.21884	22.21282
25.2136	1.1937	25.2136	26.4073	28.41338	1.1937	1.83733	COLOR	3	greencircle	green	circle	3	5	1	0.64363	LONG	2	1	INCONGRUENT	NOSWITCH	25.2136	28.41338	26.4073
31.41427	1.21028	31.41427	32.62455	34.61405	1.21028	2.26602	C	1	redcircle	red	circle	4	28	2	1.05574	LONG	2	1	CONGRUENT	NOSWITCH	31.41427	34.61405	32.62455
35.60884	0.215449999999997	35.60884	35.82429	37.81389	0.215449999999997	1.22301	COLOR	3	redcircle	red	circle	4	28	2	1.00756	SHORT	1	1	CONGRUENT	NOSWITCH	35.60884	37.81389	35.82429
38.80857	0.215559999999996	38.80857	39.02413	41.01358	0.215559999999996	1.57822	C	1	greentriangle	green	triangle	1	5	1	1.36266	SHORT	1	1	CONGRUENT	NOSWITCH	38.80857	41.01358	39.02413
