onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02993	1.19364	0.02993	1.22357	3.2131	1.19364	2.77209	COLOR	3	greentriangle	green	triangle	1	5	1	1.57845	LONG	2	0	INCONGRUENT	NOSWITCH	0.02993	3.2131	1.22357
4.22445	1.19372	4.22445	5.41817	7.42421	1.19372	2.93714	C	1	redcircle	red	circle	4	5	1	1.74342	LONG	2	1	INCONGRUENT	NOSWITCH	4.22445	7.42421	5.41817
8.41897	0.19899	8.41897	8.61796	10.62403	0.19899	1.67143	FORMA	0	greentriangle	green	triangle	1	5	1	1.47244	SHORT	1	0	INCONGRUENT	SWITCH	8.41897	10.62403	8.61796
12.61348	0.215540000000001	12.61348	12.82902	14.81853	0.215540000000001	1.48635	F	0	redtriangle	red	triangle	2	5	1	1.27081	SHORT	1	1	CONGRUENT	SWITCH	12.61348	14.81853	12.82902
16.80806	1.21027	16.80806	18.01833	20.02439	1.21027	1.91005	FORMA	0	redtriangle	red	triangle	2	5	1	0.69978	LONG	2	1	CONGRUENT	SWITCH	16.80806	20.02439	18.01833
21.01922	1.19367	21.01922	22.21289	24.21896	1.19367	2.11491	C	1	redcircle	red	circle	4	5	1	0.92124	LONG	2	1	INCONGRUENT	SWITCH	21.01922	24.21896	22.21289
25.21366	1.21035	25.21366	26.42401	28.41351	1.21035	2.20211	COLOR	3	greencircle	green	circle	3	28	2	0.99176	LONG	2	1	CONGRUENT	NOSWITCH	25.21366	28.41351	26.42401
31.41428	1.21033	31.41428	32.62461	34.61406	1.21033	2.38034	C	1	redcircle	red	circle	4	5	1	1.17001	LONG	2	1	INCONGRUENT	NOSWITCH	31.41428	34.61406	32.62461
35.60882	0.215539999999997	35.60882	35.82436	37.81391	0.215539999999997	1.05547	COLOR	3	redcircle	red	circle	4	5	1	0.83993	SHORT	1	1	INCONGRUENT	NOSWITCH	35.60882	37.81391	35.82436
38.82521	0.198999999999998	38.82521	39.02421	41.01372	0.198999999999998	1.83571	C	1	greentriangle	green	triangle	1	28	2	1.63671	SHORT	1	1	INCONGRUENT	NOSWITCH	38.82521	41.01372	39.02421
43.0198	0.198920000000001	43.0198	43.21872	45.22483	0.198920000000001	0.952440000000001	COLOR	3	greencircle	green	circle	3	28	2	0.75352	SHORT	1	1	CONGRUENT	NOSWITCH	43.0198	45.22483	43.21872
46.21957	1.19371	46.21957	47.41328	49.41935	1.19371	2.31269	FORMA	0	greentriangle	green	triangle	1	5	1	1.11898	LONG	2	0	INCONGRUENT	SWITCH	46.21957	49.41935	47.41328
50.41411	0.215490000000003	50.41411	50.6296	52.61914	0.215490000000003	1.56984	F	0	redcircle	red	circle	4	28	2	1.35435	SHORT	1	0	INCONGRUENT	SWITCH	50.41411	52.61914	50.6296
54.60858	0.215559999999996	54.60858	54.82414	56.81367	0.215559999999996	1.68824	COLOR	3	redtriangle	red	triangle	2	5	1	1.47268	SHORT	1	1	CONGRUENT	SWITCH	54.60858	56.81367	54.82414
57.82501	0.19896	57.82501	58.02397	60.0134	0.19896	1.64917	C	1	greencircle	green	circle	3	5	1	1.45021	SHORT	1	0	CONGRUENT	NOSWITCH	57.82501	60.0134	58.02397
61.02472	1.19374	61.02472	62.21846	64.22459	1.19374	2.14994	COLOR	3	redcircle	red	circle	4	5	1	0.9562	LONG	2	1	INCONGRUENT	NOSWITCH	61.02472	64.22459	62.21846
65.21931	0.198980000000006	65.21931	65.41829	67.42433	0.198980000000006	1.83843000000001	C	1	redtriangle	red	triangle	2	5	1	1.63945	SHORT	1	1	CONGRUENT	NOSWITCH	65.21931	67.42433	65.41829
68.41912	0.198919999999987	68.41912	68.61804	70.6241	0.198919999999987	1.34425999999999	F	0	redtriangle	red	triangle	2	28	2	1.14534	SHORT	1	0	CONGRUENT	SWITCH	68.41912	70.6241	68.61804
71.61891	0.198930000000004	71.61891	71.81784	73.82389	0.198930000000004	1.44682	FORMA	0	redtriangle	red	triangle	2	5	1	1.24789	SHORT	1	1	CONGRUENT	SWITCH	71.61891	73.82389	71.81784
74.81868	0.198899999999995	74.81868	75.01758	77.00708	0.198899999999995	2.15138999999999	F	0	greentriangle	green	triangle	1	5	1	1.95249	SHORT	1	0	INCONGRUENT	SWITCH	74.81868	77.00708	75.01758
78.01841	1.19369	78.01841	79.2121	81.21822	1.19369	1.72749	FORMA	0	redtriangle	red	triangle	2	5	1	0.5338	LONG	2	1	CONGRUENT	SWITCH	78.01841	81.21822	79.2121
82.213	1.21024000000001	82.213	83.42324	85.41275	1.21024000000001	2.24757000000001	COLOR	3	redcircle	red	circle	4	5	1	1.03733	LONG	2	1	INCONGRUENT	SWITCH	82.213	85.41275	83.42324
87.41889	0.19892999999999	87.41889	87.61782	89.62388	0.19892999999999	1.24883999999999	C	1	greencircle	green	circle	3	28	2	1.04991	SHORT	1	1	CONGRUENT	NOSWITCH	87.41889	89.62388	87.61782
90.61867	1.19372	90.61867	91.81239	93.81845	1.19372	1.66953	COLOR	3	greencircle	green	circle	3	28	2	0.47581	LONG	2	1	CONGRUENT	NOSWITCH	90.61867	93.81845	91.81239
94.81323	0.215509999999995	94.81323	95.02874	97.01819	0.215509999999995	1.01949999999999	C	1	redcircle	red	circle	4	5	1	0.80399	SHORT	1	1	INCONGRUENT	NOSWITCH	94.81323	97.01819	95.02874
98.01295	0.21557	98.01295	98.22852	100.21795	0.21557	1.02937	COLOR	3	greencircle	green	circle	3	28	2	0.8138	SHORT	1	1	CONGRUENT	NOSWITCH	98.01295	100.21795	98.22852
101.21279	1.21025	101.21279	102.42304	104.41257	1.21025	2.7655	FORMA	0	greencircle	green	circle	3	28	2	1.55525	LONG	2	1	CONGRUENT	SWITCH	101.21279	104.41257	102.42304
