onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02994	1.19366	0.02994	1.2236	3.21316	1.19366	2.07067	COLOR	3	greentriangle	green	triangle	1	5	1	0.87701	LONG	2	1	CONGRUENT	NOSWITCH	0.02994	3.21316	1.2236
4.22444	1.19371	4.22444	5.41815	7.40762	1.19371	1.69346	C	1	redcircle	red	circle	4	28	2	0.49975	LONG	2	1	CONGRUENT	NOSWITCH	4.22444	7.40762	5.41815
8.41895	0.198979999999999	8.41895	8.61793	10.60744	0.198979999999999	1.57558	SHAPE	4	greentriangle	green	triangle	1	5	1	1.3766	SHORT	1	1	CONGRUENT	SWITCH	8.41895	10.60744	8.61793
12.61356	0.21547	12.61356	12.82903	14.81851	0.21547	1.20688	S	2	redtriangle	red	triangle	2	5	1	0.99141	SHORT	1	1	INCONGRUENT	NOSWITCH	12.61356	14.81851	12.82903
16.80804	1.21031	16.80804	18.01835	20.02437	1.21031	1.68555	SHAPE	4	redtriangle	red	triangle	2	5	1	0.47524	LONG	2	1	INCONGRUENT	NOSWITCH	16.80804	20.02437	18.01835
21.01915	1.19375	21.01915	22.2129	24.21891	1.19375	1.68021	C	1	redcircle	red	circle	4	28	2	0.48646	LONG	2	1	CONGRUENT	SWITCH	21.01915	24.21891	22.2129
25.21373	1.2103	25.21373	26.42403	28.41352	1.2103	1.59109	COLOR	3	greencircle	green	circle	3	5	1	0.38079	LONG	2	1	INCONGRUENT	NOSWITCH	25.21373	28.41352	26.42403
31.41435	1.21025	31.41435	32.6246	34.6141	1.21025	2.13186	C	1	redcircle	red	circle	4	28	2	0.92161	LONG	2	1	CONGRUENT	NOSWITCH	31.41435	34.6141	32.6246
35.6254	0.182450000000003	35.6254	35.80785	37.81392	0.182450000000003	0.915180000000003	COLOR	3	redcircle	red	circle	4	28	2	0.73273	SHORT	1	1	CONGRUENT	NOSWITCH	35.6254	37.81392	35.80785
38.82529	0.198879999999996	38.82529	39.02417	41.01369	0.198879999999996	0.604879999999996	C	1	greentriangle	green	triangle	1	5	1	0.406	SHORT	1	1	CONGRUENT	NOSWITCH	38.82529	41.01369	39.02417
43.01974	0.198930000000004	43.01974	43.21867	45.22482	0.198930000000004	0.815320000000004	COLOR	3	greencircle	green	circle	3	5	1	0.61639	SHORT	1	1	INCONGRUENT	NOSWITCH	43.01974	45.22482	43.21867
46.21955	1.19376	46.21955	47.41331	49.41932	1.19376	2.16096	SHAPE	4	greentriangle	green	triangle	1	5	1	0.9672	LONG	2	1	CONGRUENT	SWITCH	46.21955	49.41932	47.41331
50.41409	0.215559999999996	50.41409	50.62965	52.61918	0.215559999999996	1.10232	S	2	redcircle	red	circle	4	28	2	0.88676	SHORT	1	1	CONGRUENT	NOSWITCH	50.41409	52.61918	50.62965
54.60867	0.198980000000006	54.60867	54.80765	56.81373	0.198980000000006	1.11551000000001	COLOR	3	redtriangle	red	triangle	2	28	2	0.91653	SHORT	1	1	INCONGRUENT	SWITCH	54.60867	56.81373	54.80765
57.80846	0.215450000000004	57.80846	58.02391	60.01348	0.215450000000004	1.18421	C	1	greencircle	green	circle	3	5	1	0.96876	SHORT	1	1	INCONGRUENT	NOSWITCH	57.80846	60.01348	58.02391
61.02481	1.19362	61.02481	62.21843	64.22458	1.19362	2.1617	COLOR	3	redcircle	red	circle	4	28	2	0.96808	LONG	2	1	CONGRUENT	NOSWITCH	61.02481	64.22458	62.21843
65.21926	0.19905	65.21926	65.41831	67.42436	0.19905	1.56693	C	1	redtriangle	red	triangle	2	28	2	1.36788	SHORT	1	1	INCONGRUENT	NOSWITCH	65.21926	67.42436	65.41831
