onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02992	1.19369	0.02992	1.22361	3.2131	1.19369	1.94193	COLOR	3	greencircle	green	circle	3	28	2	0.74824	LONG	2	1	CONGRUENT	NOSWITCH	0.02992	3.2131	1.22361
4.22442	1.19373	4.22442	5.41815	7.40767	1.19373	2.03464	SHAPE	4	redcircle	red	circle	4	28	2	0.84091	LONG	2	1	INCONGRUENT	SWITCH	4.22442	7.40767	5.41815
8.41899	1.19367	8.41899	9.61266	11.6187	1.19367	2.43246	S	2	greencircle	green	circle	3	28	2	1.23879	LONG	2	1	CONGRUENT	NOSWITCH	8.41899	11.6187	9.61266
12.6135	1.19369	12.6135	13.80719	15.81329	1.19369	1.84449	SHAPE	4	redcircle	red	circle	4	28	2	0.6508	LONG	2	1	INCONGRUENT	NOSWITCH	12.6135	15.81329	13.80719
17.81931	1.1938	17.81931	19.01311	21.01914	1.1938	2.54977	S	2	greentriangle	green	triangle	1	5	1	1.35597	LONG	2	1	INCONGRUENT	NOSWITCH	17.81931	21.01914	19.01311
22.01392	1.21025	22.01392	23.22417	25.21365	1.21025	1.74599	SHAPE	4	redcircle	red	circle	4	28	2	0.53574	LONG	2	1	INCONGRUENT	NOSWITCH	22.01392	25.21365	23.22417
26.22496	0.19905	26.22496	26.42401	28.41343	0.19905	1.23772	S	2	redtriangle	red	triangle	2	5	1	1.03867	SHORT	1	1	CONGRUENT	NOSWITCH	26.22496	28.41343	26.42401
29.40823	1.21026	29.40823	30.61849	32.60805	1.21026	1.80341	C	1	redcircle	red	circle	4	5	1	0.59315	LONG	2	1	INCONGRUENT	SWITCH	29.40823	32.60805	30.61849
34.61414	0.215420000000002	34.61414	34.82956	36.81911	0.215420000000002	0.810010000000002	COLOR	3	greencircle	green	circle	3	28	2	0.59459	SHORT	1	1	CONGRUENT	NOSWITCH	34.61414	36.81911	34.82956
37.81388	0.215540000000004	37.81388	38.02942	40.01894	0.215540000000004	1.00919	C	1	greentriangle	green	triangle	1	28	2	0.79365	SHORT	1	1	INCONGRUENT	NOSWITCH	37.81388	40.01894	38.02942
