onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0132764178724756	2	1	CONTROL	1	1.02323093171071	1	LEFT	5	1	1	0	0	0.0464493742892955	0.0132764178724756	0.0464493742892955
4.52286729387197	2	2	CONTROL	1	0.840605889710787	2	RIGHT	28	1	1	0	0	4.53945787028897	4.52286729387197	4.53945787028897
11.5192848078714	4	3	TASK	2	0.110932979290737	1	LEFT	5	1	0	1	16	12.5140040957085	11.5192848078714	12.5140040957085
19.510448145289	2	4	CONTROL	1	0.687942648712124	1	LEFT	5	1	1	0	0	19.5270223252883	19.510448145289	19.5270223252883
22.0470725492887	4	5	TASK	2	0.96771178929157	2	RIGHT	28	1	0	1	28	23.0086517277086	22.0470725492887	23.0086517277086
38.5102157542897	4	6	TASK	2	0.943760569129154	1	LEFT	5	1	0	1	1	39.5215702068708	38.5102157542897	39.5215702068708
49.5188020538717	2	7	CONTROL	1	0.936663289146964	2	RIGHT	28	1	1	0	0	49.5354976798535	49.5188020538717	49.5354976798535
56.51520821329	2	8	CONTROL	1	1.34409752263673	2	RIGHT	28	1	1	0	0	56.5318255403636	56.51520821329	56.5318255403636
66.0150924322897	4	9	TASK	2	0.686215054654895	2	RIGHT	28	1	0	1	33	67.0099463843453	66.0150924322897	67.0099463843453
70.5246911968716	2	10	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	70.5413075783454	70.5246911968716	70.5413075783454
76.012349375289	4	11	TASK	2	0.292933680073475	2	RIGHT	28	1	0	1	17	77.0071970379267	76.012349375289	77.0071970379267
81.5167116828725	4	12	TASK	2	2.2740493940546	2	RIGHT	28	1	0	1	11	82.5114366019461	81.5167116828725	82.5114366019461
92.5087032068714	4	13	TASK	2	0.727549457711575	1	LEFT	5	1	0	1	8	93.520023235289	92.5087032068714	93.520023235289
98.0129674882883	2	14	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	98.0295716288711	98.0129674882883	98.0295716288711
