onset	duration	value	trial_type
8.2712	13.5000	1	rest_ons
21.7712	3.0000	1	prep_ons
24.7712	13.5000	1	hold_ons
38.2712	13.5000	1	rest_ons
51.7712	3.0000	1	prep_ons
54.7712	13.5000	1	hold_ons
68.2712	13.5000	1	rest_ons
81.7712	3.0000	1	prep_ons
84.7712	13.5000	1	hold_ons
98.2712	13.5000	1	rest_ons
111.7712	3.0000	1	prep_ons
114.7712	13.5000	1	hold_ons
128.2712	13.5000	1	rest_ons
141.7712	3.0000	1	prep_ons
144.7712	13.5000	1	hold_ons
