onset	duration	trial_type	Load	Delay	ReactionTime	ResponseAccuracy	ExpectedResponse	ButtonPressCode	PresentationInterval	ResponseInterval	onset_noTriggerAdjust
0.031169022175618	9.48339736341632	6	3	4.5	0.909469118408197	CORRECT	2	28	1.98952482741606	3.00086220399999	0.031169022175618
11.5205602761757	7.99120859741606	8	5	3	1.21665358640803	INCORRECT	1	28	2.00609636120817	2.98427675399989	11.5205602761757
21.5178139191758	8.00784098820805	2	1	3	0.48575861640802	CORRECT	1	5	2.0061283842083	3.01747867379208	21.5178139191758
31.5151348328	8.007779320792	5	3	3	1.37884269540837	CORRECT	2	28	2.00609938779189	3.00089753200018	31.5151348328
43.518478754384	9.49987893999969	3	1	4.5	0.918322714615897	CORRECT	1	5	2.00602655979174	3.00081814499981	43.518478754384
59.0200737425921	6.49898477479155	1	1	1.5	0.919093855616211	CORRECT	2	28	2.00605807979173	3.00084588399977	59.0200737425921
71.520714625176	9.49988780499962	12	7	4.5	0.69679769440836	INCORRECT	2	5	1.98952646720772	3.00082487958389	71.520714625176
85.016240431592	9.49986430679246	6	3	4.5	1.2585318414076	CORRECT	1	5	2.00600722579202	3.00079860979167	85.016240431592
96.5221989125921	9.49982689300032	9	5	4.5	1.08478833519985	CORRECT	2	28	2.00608007879237	3.00080621779216	96.5221989125921
110.017659768384	8.00777084900074	11	7	3	1.30872171561623	CORRECT	2	28	2.006014365792	3.01744045300075	110.017659768384
126.016556189592	8.04090226279277	8	5	3	n/a	NO_RESPONSE	2	n/a	2.00603436437632	3.03399254320811	126.016556189592
138.019924947593	9.49983961579164	9	5	4.5	1.3645985474077	CORRECT	1	5	2.00605345679196	3.00082354879214	138.019924947593
151.515383277592	6.49900571658418	4	3	1.5	1.34408777361568	INCORRECT	1	28	2.00602652258385	3.00075111379192	151.515383277592
162.026571643176	6.48244006799996	7	5	1.5	1.49219381661624	CORRECT	1	5	1.9894935244165	2.98422866479177	162.026571643176
172.521241389384	9.49988542699975	6	3	4.5	0.884807963198909	CORRECT	1	5	2.00606053920819	3.00081144358319	172.521241389384
186.016698945385	6.49903570379138	10	7	1.5	1.3179031884074	CORRECT	1	5	2.00611790020776	3.00081150858387	186.016698945385
196.511373573384	6.51553294120822	1	1	1.5	0.650928433407898	CORRECT	2	28	2.00607713020872	3.01736650200019	196.511373573384
209.012054329176	6.51563209841606	10	7	1.5	1.69229428640756	INCORRECT	2	5	2.00612301041656	3.01740950899966	209.012054329176
219.5233068028	7.99109535637581	2	1	3	0.519738459823202	CORRECT	2	28	1.98950006958421	3.00086109399945	219.5233068028
237.528253075592	6.48244201558373	7	5	1.5	1.13339131861539	CORRECT	1	5	1.98949366779198	2.98421919179145	237.528253075592
252.018488307593	8.00779733879153	5	3	3	0.895544605616124	CORRECT	1	5	2.00603077858341	3.01750176699989	252.018488307593
264.021833354593	9.49991977379159	3	1	4.5	0.695772731615762	CORRECT	1	5	2.00609050799994	3.00091467699986	264.021833354593
277.517299361592	9.49983841979156	12	7	4.5	1.52975536119993	INCORRECT	2	5	2.00613404399974	3.00075341358388	277.517299361592
289.023312433593	7.99117419479171	11	7	3	1.00252183761586	CORRECT	1	5	1.98945630279195	3.00086133200057	289.023312433593
301.010080168592	8.0076995637919	2	1	3	0.733370693616052	CORRECT	2	28	2.00599092500033	3.00088590399992	301.010080168592
311.023853181384	7.99116044400034	8	5	3	1.35308211340816	CORRECT	2	28	1.98949465762325	3.00078146779197	311.023853181384
321.021087075384	6.49902502399982	10	7	1.5	1.11951900840813	CORRECT	1	5	2.0061475980001	3.00074945779215	321.021087075384
335.511362344801	6.49904846758363	1	1	1.5	1.17867963140725	CORRECT	1	5	2.00601662737608	3.00087203679141	335.511362344801
344.016442343176	7.99118321841615	11	7	3	1.49569442461598	CORRECT	1	5	2.0060583362083	2.98423884920794	344.016442343176
354.013748455384	6.51556997999978	7	5	1.5	1.76322895961584	CORRECT	2	28	2.00603332599985	3.01734694999959	354.013748455384
362.518819112384	6.49911317620808	4	3	1.5	1.15088492940777	CORRECT	2	28	2.00610011120807	3.00090427499981	362.518819112384
373.013441989384	7.99116757379215	11	7	3	1.61157333582378	INCORRECT	2	5	2.00609006279228	2.98423554799956	373.013441989384
383.010720350177	9.51644176099944	3	1	4.5	1.22421299840789	CORRECT	2	28	2.00619152741547	3.01738060858406	383.010720350177
396.522754072593	9.49995440958355	12	7	4.5	1.1903579256159	CORRECT	2	28	2.00614893379134	3.00087805579187	396.522754072593
408.012208738384	8.00768415000039	2	1	3	0.345853252615598	CORRECT	1	5	2.00604776620821	3.00081079000029	408.012208738384
428.023312022592	6.4824813740006	10	7	1.5	1.96470508861603	CORRECT	2	28	2.00609038679249	2.9842543432087	428.023312022592
438.517894206177	9.49984762599979	3	1	4.5	0.767209784407896	CORRECT	1	5	2.00614482841593	3.00079255458422	438.517894206177
450.023867753384	9.48334719441573	9	5	4.5	1.19002902840839	CORRECT	1	5	1.98956286020803	2.98433648220816	450.023867753384
463.5193938658	9.49985153279158	6	3	4.5	1.47285428240775	CORRECT	2	28	2.00601506979183	3.00080391199936	463.5193938658
475.025325411384	7.9911616090003	5	3	3	1.09415420661571	CORRECT	1	5	1.98947697400035	3.00086296399968	475.025325411384
487.012076573592	8.00774238800022	8	5	3	1.34125227461573	CORRECT	2	28	2.00609506500041	3.00088236120791	487.012076573592
499.015456315592	6.49904514700029	4	3	1.5	1.15270508161575	CORRECT	2	28	2.00600814679183	3.00086973520774	499.015456315592
507.520551282592	6.49904458000037	4	3	1.5	1.08255884619939	CORRECT	1	5	2.00605382079175	3.00080194079237	507.520551282592
