onset	duration	trial_number	trial_type	reaction_time	response_coded	response_str	pairno_rec	enc_codes_during_rec	onset_noTriggerAdjust
0.0786116130443588	3	1	CORRECTLY	3.73802677995536	5	SURE_CORRECT	3	6	0.0786116130443588
4.52181174012048	3	2	INCORRECTLY	1.74512429087918	21	SURE_INCORRECT	55	0	4.52181174012048
13.0104159792113	2	3	CONTROL	1.0434198287885	5	n/a	1000	0	13.0104159792113
16.0776498481359	3	4	CORRECTLY	1.38032960986402	21	SURE_INCORRECT	12	0	16.0776498481359
21.0181638999688	3	5	CORRECTLY	1.67369833203111	5	SURE_CORRECT	8	15	21.0181638999688
25.0635044300448	2	6	CONTROL	1.17154367495505	28	n/a	1000	0	25.0635044300448
29.0093492320448	3	7	INCORRECTLY	2.060516901955	21	SURE_INCORRECT	59	0	29.0093492320448
36.0223847009688	3	8	CORRECTLY	1.44985992803095	21	SURE_INCORRECT	7	13	36.0223847009688
40.5152927970444	3	9	INCORRECTLY	1.81252016195549	21	SURE_INCORRECT	68	0	40.5152927970444
47.0143172961202	3	10	INCORRECTLY	2.28318880287952	21	SURE_INCORRECT	64	0	47.0143172961202
51.0596725108935	3	11	CORRECTLY	2.64286578010615	5	SURE_CORRECT	6	12	51.0596725108935
56.0168733939686	2	12	CONTROL	1.01602894303142	5	n/a	1000	0	56.0168733939686
61.5211293048933	3	13	INCORRECTLY	2.22577283210649	21	SURE_INCORRECT	78	0	61.5211293048933
65.5664966361355	3	14	CORRECTLY	1.98494411086449	5	SURE_CORRECT	16	31	65.5664966361355
69.5620879668932	3	15	CORRECTLY	1.92735996210649	5	SURE_CORRECT	14	0	69.5620879668932
75.0166197769686	3	16	CORRECTLY	1.08727456803126	5	SURE_CORRECT	1	3	75.0166197769686
79.0620059242115	3	17	CORRECTLY	1.7305573627882	5	SURE_CORRECT	5	11	79.0620059242115
83.5217542769687	3	18	INCORRECTLY	1.84553721503107	21	SURE_INCORRECT	51	0	83.5217542769687
90.0208306749687	3	19	INCORRECTLY	2.01034423903138	21	SURE_INCORRECT	47	0	90.0208306749687
94.0661879120603	3	20	INCORRECTLY	1.36339912993981	21	SURE_INCORRECT	66	0	94.0661879120603
99.0067680248935	3	21	CORRECTLY	1.83682156910618	5	SURE_CORRECT	10	20	99.0067680248935
103.068608665969	3	22	INCORRECTLY	1.34133673603083	21	SURE_INCORRECT	48	0	103.068608665969
107.064204194045	3	23	INCORRECTLY	1.7546500229555	21	SURE_INCORRECT	52	0	107.064204194045
115.005744851985	3	24	INCORRECTLY	1.50661690701509	21	SURE_INCORRECT	45	0	115.005744851985
119.51516951312	3	25	CORRECTLY	2.38583234987937	10	MAYBE_INCORRECT	9	18	119.51516951312
125.516833246969	3	26	INCORRECTLY	2.20788332803113	21	SURE_INCORRECT	42	0	125.516833246969
131.021199108045	3	27	INCORRECTLY	1.74114103995544	21	SURE_INCORRECT	80	0	131.021199108045
137.006200330969	3	28	CORRECTLY	1.71993279003118	5	SURE_CORRECT	2	5	137.006200330969
142.013180579969	2	29	CONTROL	1.40080719803109	10	n/a	1000	0	142.013180579969
145.080322689893	3	30	INCORRECTLY	2.14012723410633	21	SURE_INCORRECT	56	0	145.080322689893
150.518352811969	3	31	INCORRECTLY	1.46034965503122	21	SURE_INCORRECT	43	0	150.518352811969
155.011349577212	3	32	INCORRECTLY	1.78782230678826	21	SURE_INCORRECT	58	0	155.011349577212
159.520836203969	3	33	CORRECTLY	2.06835931403111	5	SURE_CORRECT	4	9	159.520836203969
167.014640686969	3	34	CORRECTLY	1.28693334103082	5	SURE_CORRECT	13	0	167.014640686969
173.513727938439	3	35	CORRECTLY	2.07749909356107	5	SURE_CORRECT	11	21	173.513727938439
178.520525850045	3	36	CORRECTLY	1.91748621595525	5	SURE_CORRECT	15	30	178.520525850045
182.56599406406	3	37	INCORRECTLY	1.55241316793945	21	SURE_INCORRECT	46	0	182.56599406406
188.517818673969	2	38	CONTROL	1.28453007703138	28	n/a	1000	0	188.517818673969
193.508155202969	2	39	CONTROL	1.47133715503105	28	n/a	1000	0	193.508155202969
198.01765421512	3	40	INCORRECTLY	2.33680947687981	10	MAYBE_INCORRECT	62	0	198.01765421512
203.008046142044	2	41	CONTROL	1.12245646595557	5	n/a	1000	0	203.008046142044
207.517589252969	2	42	CONTROL	1.50599614003113	21	n/a	1000	0	207.517589252969
211.015946316454	2	43	CONTROL	1.36484384154573	28	n/a	1000	0	211.015946316454
218.509600503121	3	44	INCORRECTLY	1.68237748887941	21	SURE_INCORRECT	49	0	218.509600503121
