onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.03237	1.17492	0.03237	1.20729	3.22599	1.17492	1.53812	COLOR	3	greencircle	green	circle	3	5	1	0.3632	LONG	2	1	CONGRUENT	NOSWITCH	0.03237	3.22599	1.20729
4.21878	1.19136	4.21878	5.41014	7.41239	1.19136	1.66372	SHAPE	4	redcircle	red	circle	4	5	1	0.47236	LONG	2	1	INCONGRUENT	SWITCH	4.21878	7.41239	5.41014
8.42171	1.1914	8.42171	9.61311	11.61525	1.1914	1.59378	S	2	greencircle	green	circle	3	5	1	0.40238	LONG	2	1	CONGRUENT	NOSWITCH	8.42171	11.61525	9.61311
12.60805	1.20792	12.60805	13.81597	15.81814	1.20792	1.65091	SHAPE	4	redcircle	red	circle	4	5	1	0.44299	LONG	2	1	INCONGRUENT	NOSWITCH	12.60805	15.81814	13.81597
17.82032	1.1914	17.82032	19.01172	21.01389	1.1914	1.51098	S	2	greentriangle	green	triangle	1	28	2	0.31958	LONG	2	1	INCONGRUENT	NOSWITCH	17.82032	21.01389	19.01172
22.00667	1.20795	22.00667	23.21462	25.2168	1.20795	1.60423	SHAPE	4	redcircle	red	circle	4	5	1	0.39628	LONG	2	1	INCONGRUENT	NOSWITCH	22.00667	25.2168	23.21462
26.20958	0.215150000000001	26.20958	26.42473	28.41036	0.215150000000001	0.665100000000001	S	2	redtriangle	red	triangle	2	28	2	0.44995	SHORT	1	1	CONGRUENT	NOSWITCH	26.20958	28.41036	26.42473
29.4197	1.1914	29.4197	30.6111	32.61327	1.1914	1.48288	C	1	redcircle	red	circle	4	28	2	0.29148	LONG	2	1	INCONGRUENT	SWITCH	29.4197	32.61327	30.6111
34.61541	0.19858	34.61541	34.81399	36.81616	0.19858	0.82706	COLOR	3	greencircle	green	circle	3	5	1	0.62848	SHORT	1	1	CONGRUENT	NOSWITCH	34.61541	36.81616	34.81399
37.80897	0.215069999999997	37.80897	38.02404	40.00967	0.215069999999997	0.598359999999997	C	1	greentriangle	green	triangle	1	5	1	0.38329	SHORT	1	1	INCONGRUENT	NOSWITCH	37.80897	40.00967	38.02404
