onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.015825384999971	2	1	CONTROL	1	1.19079303600029	1	LEFT	5	1	1	0	0	0.0488970289998178	0.015825384999971	0.0488970289998178
4.51661623200016	2	2	CONTROL	1	1.17879447700034	2	RIGHT	28	1	1	0	0	4.53315159199974	4.51661623200016	4.53315159199974
11.5159124890001	4	3	TASK	2	1.24440653800002	1	LEFT	5	1	0	1	16	12.5087782729997	11.5159124890001	12.5087782729997
19.5081249790001	2	4	CONTROL	1	1.05146666500013	1	LEFT	5	1	1	0	0	19.5246642369998	19.5081249790001	19.5246642369998
22.0397882500001	4	5	TASK	2	2.39184871999987	2	RIGHT	28	1	0	1	28	23.0159878700001	22.0397882500001	23.0159878700001
38.52046109	4	6	TASK	2	1.25601390299971	1	LEFT	5	1	0	1	1	39.513269045	38.52046109	39.513269045
49.524135567	2	7	CONTROL	1	1.34817658699967	2	RIGHT	28	1	1	0	0	49.5406513180001	49.524135567	49.5406513180001
56.5069382890001	2	8	CONTROL	1	0.900231615999928	2	RIGHT	28	1	1	0	0	56.5234955440001	56.5069382890001	56.5234955440001
66.0213820230001	4	9	TASK	2	1.38649893899992	2	RIGHT	28	1	0	1	33	67.0141763510001	66.0213820230001	67.0141763510001
70.52209382	2	10	CONTROL	1	2.2538732740004	2	RIGHT	28	1	1	0	0	70.5387517579998	70.52209382	70.5387517579998
76.0156915009998	4	11	TASK	2	1.73649743700025	2	RIGHT	28	1	0	1	17	77.0085132539998	76.0156915009998	77.0085132539998
81.509268928	4	12	TASK	2	2.21104310500004	2	RIGHT	28	1	0	1	11	82.502015908	81.509268928	82.502015908
92.512926072	4	13	TASK	2	2.48596436000025	1	LEFT	5	1	0	1	8	93.5057500879998	92.512926072	93.5057500879998
98.0230323820001	2	14	CONTROL	1	0.865142306000052	1	LEFT	5	1	1	0	0	98.0395607289997	98.0230323820001	98.0395607289997
104.509402514	4	15	TASK	2	1.35392418999982	1	LEFT	5	1	0	1	5	105.502237103	104.509402514	105.502237103
109.010148939	2	16	CONTROL	1	1.4294268460003	1	LEFT	5	1	1	0	0	109.02675251	109.010148939	109.02675251
112.021697861	2	17	CONTROL	1	0.777743128000111	2	RIGHT	28	1	1	0	0	112.03828632	112.021697861	112.03828632
118.508059895	4	18	TASK	2	1.3707531770001	2	RIGHT	28	1	0	1	25	119.517443945	118.508059895	119.517443945
125.011022176	2	19	CONTROL	1	0.893206693000138	1	LEFT	5	1	1	0	0	125.027593494	125.011022176	125.027593494
129.015395978	4	20	TASK	2	0.889074143000016	1	LEFT	5	1	0	1	21	130.008227738	129.015395978	130.008227738
135.005399682	4	21	TASK	2	1.56973959200013	2	RIGHT	28	1	0	1	35	136.014680855	135.005399682	136.014680855
151.006165986	4	22	TASK	2	1.00854685700006	1	LEFT	5	1	0	1	4	152.015514824	151.006165986	152.015514824
155.523433689	4	23	TASK	2	2.07632889099978	2	RIGHT	28	1	0	1	34	156.516238192	155.523433689	156.516238192
161.017042934	2	24	CONTROL	1	0.910932661000061	2	RIGHT	28	1	1	0	0	161.033544127	161.017042934	161.033544127
165.021393461	2	25	CONTROL	1	1.17841278200012	1	LEFT	5	1	1	0	0	165.037952111	165.021393461	165.037952111
174.519297105	2	26	CONTROL	1	0.808012334000068	2	RIGHT	28	1	1	0	0	174.535805297	174.519297105	174.535805297
179.516456055	2	27	CONTROL	1	1.21931951199986	2	RIGHT	28	1	1	0	0	179.53300252	179.516456055	179.53300252
182.048136431	4	28	TASK	2	2.12142191300018	2	RIGHT	28	1	0	1	15	183.007823701	182.048136431	183.007823701
189.014361526	2	29	CONTROL	1	0.841530237999905	2	RIGHT	28	1	1	0	0	189.030944327	189.014361526	189.030944327
193.018800792	4	30	TASK	2	3.20574323100027	2	RIGHT	28	1	0	1	36	194.011546036	193.018800792	194.011546036
202.020226264	4	31	TASK	2	1.52271671000017	2	RIGHT	28	1	0	1	14	203.013082525	202.020226264	203.013082525
209.515964052	4	32	TASK	2	1.38732477400026	1	LEFT	5	1	0	1	77	210.508757796	209.515964052	210.508757796
216.018877411	2	33	CONTROL	1	0.72509413500029	2	RIGHT	28	1	1	0	0	216.03545663	216.018877411	216.03545663
220.519639908	4	34	TASK	2	0.863758114999655	1	LEFT	5	1	0	1	87	221.512467553	220.519639908	221.512467553
226.013193185	4	35	TASK	2	1.21866116499996	1	LEFT	5	1	0	1	73	227.006051781	226.013193185	227.006051781
240.011899717	4	36	TASK	2	1.14016407200006	1	LEFT	5	1	0	1	94	241.00467989	240.011899717	241.00467989
254.010522689	4	37	TASK	2	1.03022698900031	1	LEFT	5	1	0	1	64	255.003319398	254.010522689	255.003319398
261.522778402	4	38	TASK	2	1.0523579820001	2	RIGHT	28	1	0	1	69	262.515649879	261.522778402	262.515649879
280.022255007	2	39	CONTROL	1	1.28197635100014	1	LEFT	5	1	1	0	0	280.038785574	280.022255007	280.038785574
283.017237588	4	40	TASK	2	1.07863573299983	2	RIGHT	28	1	0	1	97	284.010048137	283.017237588	284.010048137
292.018719163	4	41	TASK	2	0.709064187999957	1	LEFT	5	1	0	1	63	293.011526172	292.018719163	293.011526172
297.51229551	2	42	CONTROL	1	0.615276773000005	1	LEFT	5	1	1	0	0	297.528787722	297.51229551	297.528787722
305.521034909	2	43	CONTROL	1	0.9583179870001	1	LEFT	5	1	1	0	0	305.537555816	305.521034909	305.537555816
316.508112389	4	44	TASK	2	0.667447039000308	1	LEFT	5	1	0	1	70	317.517463765	316.508112389	317.517463765
324.003851406	4	45	TASK	2	1.07592529800013	1	LEFT	5	1	0	1	104	325.013172949	324.003851406	325.013172949
331.019746893	2	46	CONTROL	1	0.619375218000187	1	LEFT	5	1	1	0	0	331.036307221	331.019746893	331.036307221
336.513297272	4	47	TASK	2	0.798421236000195	2	RIGHT	28	1	0	1	45	337.506168133	336.513297272	337.506168133
347.020591648	4	48	TASK	2	0.834716629000013	2	RIGHT	28	1	0	1	83	348.013384803	347.020591648	348.013384803
358.024231031	2	49	CONTROL	1	0.607271508999929	1	LEFT	5	1	1	0	0	358.040801538	358.024231031	358.040801538
363.004854081	2	50	CONTROL	1	0.691243956999642	2	RIGHT	28	1	1	0	0	363.021387142	363.004854081	363.021387142
370.517148339	2	51	CONTROL	1	0.57042741100031	2	RIGHT	28	1	1	0	0	370.533754197	370.517148339	370.533754197
376.507201507	4	52	TASK	2	0.843150166999749	2	RIGHT	28	1	0	1	93	377.516482431	376.507201507	377.516482431
383.506494305	4	53	TASK	2	0.828075762000026	1	LEFT	5	1	0	1	46	384.515898643	383.506494305	384.515898643
390.505819477	4	54	TASK	2	1.22933184699968	2	RIGHT	28	1	0	1	96	391.515106874	390.505819477	391.515106874
405.017398968	4	55	TASK	2	1.35834565899995	2	RIGHT	28	1	0	1	49	406.010236295	405.017398968	406.010236295
412.016725964	4	56	TASK	2	0.735363852999853	2	RIGHT	28	1	0	1	103	413.009569402	412.016725964	413.009569402
418.503098195	4	57	TASK	2	1.66370832700022	2	RIGHT	28	1	0	1	66	419.512493382	418.503098195	419.512493382
429.506804026	4	58	TASK	2	0.908513014000164	2	RIGHT	28	1	0	1	48	430.516104869	429.506804026	430.516104869
443.505475859	4	59	TASK	2	1.16669283900001	2	RIGHT	28	1	0	1	99	444.514779131	443.505475859	444.514779131
448.022744465	4	60	TASK	2	0.720606629000031	1	LEFT	5	1	0	1	98	449.01554732	448.022744465	449.01554732
453.019926464	4	61	TASK	2	0.964446577999752	2	RIGHT	28	1	0	1	62	454.012716794	453.019926464	454.012716794
459.522830971	2	62	CONTROL	1	0.820632540000133	1	LEFT	5	1	1	0	0	459.539371012	459.522830971	459.539371012
465.01645919	4	63	TASK	2	1.11153449899984	1	LEFT	5	1	0	1	102	466.009216371	465.01645919	466.009216371
473.521538553	4	64	TASK	2	1.10218967999981	2	RIGHT	28	1	0	1	82	474.514335793	473.521538553	474.514335793
