onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.03015	1.19355	0.03015	1.2237	3.21319	1.19355	2.3737	COLOR	3	greencircle	green	circle	3	28	2	1.18015	LONG	2	1	INCONGRUENT	NOSWITCH	0.03015	3.21319	1.2237
4.22457	1.19365	4.22457	5.41822	7.42432	1.19365	2.29278	SHAPE	4	redcircle	red	circle	4	5	1	1.09913	LONG	2	1	CONGRUENT	SWITCH	4.22457	7.42432	5.41822
8.41911	1.19372	8.41911	9.61283	11.61891	1.19372	1.73797	S	2	greencircle	green	circle	3	5	1	0.54425	LONG	2	1	INCONGRUENT	NOSWITCH	8.41911	11.61891	9.61283
12.61362	1.21034	12.61362	13.82396	15.81346	1.21034	2.2356	SHAPE	4	redcircle	red	circle	4	5	1	1.02526	LONG	2	1	CONGRUENT	NOSWITCH	12.61362	15.81346	13.82396
17.81945	1.19378	17.81945	19.01323	21.01929	1.19378	1.62213	S	2	greentriangle	green	triangle	1	28	2	0.42835	LONG	2	1	CONGRUENT	NOSWITCH	17.81945	21.01929	19.01323
22.01407	1.21027	22.01407	23.22434	25.21383	1.21027	1.7569	SHAPE	4	redcircle	red	circle	4	5	1	0.54663	LONG	2	1	CONGRUENT	NOSWITCH	22.01407	25.21383	23.22434
26.20859	0.21555	26.20859	26.42414	28.41359	0.21555	0.93731	S	2	redtriangle	red	triangle	2	28	2	0.72176	SHORT	1	1	INCONGRUENT	NOSWITCH	26.20859	28.41359	26.42414
29.42498	1.1937	29.42498	30.61868	32.60814	1.1937	1.68131	C	1	redcircle	red	circle	4	5	1	0.48761	LONG	2	1	CONGRUENT	SWITCH	29.42498	32.60814	30.61868
34.61419	0.215589999999999	34.61419	34.82978	36.81929	0.215589999999999	1.27729	COLOR	3	greencircle	green	circle	3	28	2	1.0617	SHORT	1	1	INCONGRUENT	NOSWITCH	34.61419	36.81929	34.82978
37.81399	0.215590000000006	37.81399	38.02958	40.01903	0.215590000000006	0.960870000000006	C	1	greentriangle	green	triangle	1	28	2	0.74528	SHORT	1	1	CONGRUENT	NOSWITCH	37.81399	40.01903	38.02958
