onset	duration	trial_number	trial_type	trial_type_coded	reaction_time	expected_response_coded	response	response_coded	accuracy	accuracy_scrambled	accuracy_task	rec_codes_during_enc	onset_probe	onset_noTriggerAdjust	onset_probe_noTriggerAdjust
0.0158325659999718	2	1	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	0.065474461000008	0.0158325659999718	0.065474461000008
4.51661808100005	2	2	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	4.53316176400006	4.51661808100005	4.53316176400006
11.515946039	4	3	TASK	2	1.25449194999999	1	LEFT	5	1	0	1	16	12.5088084400001	11.515946039	12.5088084400001
19.508122761	2	4	CONTROL	1	n/a	1	n/a	n/a	0	0	0	0	19.524635126	19.508122761	19.524635126
22.039836092	4	5	TASK	2	1.65174869799989	2	RIGHT	28	1	0	1	28	23.0160144160001	22.039836092	23.0160144160001
38.503925859	4	6	TASK	2	2.36284795300003	1	LEFT	5	1	0	1	1	39.513253575	38.503925859	39.513253575
49.524190145	2	7	CONTROL	1	n/a	2	n/a	n/a	0	0	0	0	49.540699906	49.524190145	49.540699906
56.5069161800001	2	8	CONTROL	1	1.84840574899999	2	RIGHT	28	1	1	0	0	56.5235007150001	56.5069161800001	56.5235007150001
66.021397199	4	9	TASK	2	1.05408252900008	2	RIGHT	28	1	0	1	33	67.014170725	66.021397199	67.014170725
70.522139292	2	10	CONTROL	1	2.09721487599995	2	RIGHT	28	1	1	0	0	70.538665602	70.522139292	70.538665602
76.0157439980001	4	11	TASK	2	0.739084422000019	2	RIGHT	28	1	0	1	17	77.008504257	76.0157439980001	77.008504257
81.509324933	4	12	TASK	2	0.741194050999979	2	RIGHT	28	1	0	1	11	82.502086811	81.509324933	82.502086811
92.5129605760001	4	13	TASK	2	0.810449156999994	1	LEFT	5	1	0	1	8	93.5057759600001	92.5129605760001	93.5057759600001
98.02302502	2	14	CONTROL	1	0.771999134000112	1	LEFT	5	1	1	0	0	98.039569275	98.02302502	98.039569275
104.509462252	4	15	TASK	2	0.661531741999966	1	LEFT	5	1	0	1	5	105.502257805	104.509462252	105.502257805
109.010249232	2	16	CONTROL	1	0.68853604100002	1	LEFT	5	1	1	0	0	109.026748034	109.010249232	109.026748034
112.021730171	2	17	CONTROL	1	1.78178847499998	2	RIGHT	28	1	1	0	0	112.038270637	112.021730171	112.038270637
118.50809907	4	18	TASK	2	1.83013067000002	2	RIGHT	28	1	0	1	25	119.517401574	118.50809907	119.517401574
125.027609915	2	19	CONTROL	1	0.871999488000029	1	LEFT	5	1	1	0	0	125.044142329	125.027609915	125.044142329
129.015346426	4	20	TASK	2	0.795097145	1	LEFT	5	1	0	1	21	130.008208301	129.015346426	130.008208301
135.005369398	4	21	TASK	2	0.524701205000042	2	RIGHT	28	1	0	1	35	136.014703788	135.005369398	136.014703788
151.006177094	4	22	TASK	2	0.580017439000017	1	LEFT	5	1	0	1	4	152.015536057	151.006177094	152.015536057
