onset	duration	value	trial_type
9.0274	13.5000	1	rest_ons
22.5274	3.0000	1	prep_ons
25.5274	13.5000	1	hold_ons
39.0274	13.5000	1	rest_ons
52.5274	3.0000	1	prep_ons
55.5274	13.5000	1	hold_ons
69.0274	13.5000	1	rest_ons
82.5274	3.0000	1	prep_ons
85.5274	13.5000	1	hold_ons
99.0274	13.5000	1	rest_ons
112.5274	3.0000	1	prep_ons
115.5274	13.5000	1	hold_ons
129.0274	13.5000	1	rest_ons
142.5274	3.0000	1	prep_ons
145.5274	13.5000	1	hold_ons
