onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02991	1.19367	0.02991	1.22358	3.21308	1.19367	2.50546	COLOR	3	greentriangle	green	triangle	1	5	1	1.31179	LONG	2	1	INCONGRUENT	NOSWITCH	0.02991	3.21308	1.22358
4.22439	1.19372	4.22439	5.41811	7.42417	1.19372	1.19372	C	1	redcircle	red	circle	4	n/a	0	n/a	LONG	2	0	INCONGRUENT	NOSWITCH	4.22439	7.42417	5.41811
8.41892	0.19904	8.41892	8.61796	10.60739	0.19904	1.92431	SHAPE	4	greentriangle	green	triangle	1	28	2	1.72527	SHORT	1	1	INCONGRUENT	SWITCH	8.41892	10.60739	8.61796
12.61355	0.215529999999999	12.61355	12.82908	14.81858	0.215529999999999	1.8458	S	2	redtriangle	red	triangle	2	28	2	1.63027	SHORT	1	1	CONGRUENT	NOSWITCH	12.61355	14.81858	12.82908
16.80801	1.2103	16.80801	18.01831	20.00796	1.2103	1.8852	SHAPE	4	redtriangle	red	triangle	2	28	2	0.6749	LONG	2	1	CONGRUENT	NOSWITCH	16.80801	20.00796	18.01831
21.01913	1.19375	21.01913	22.21288	24.21899	1.19375	2.11533	C	1	redcircle	red	circle	4	5	1	0.92158	LONG	2	0	INCONGRUENT	SWITCH	21.01913	24.21899	22.21288
25.21373	1.21028	25.21373	26.42401	28.41349	1.21028	1.61599	COLOR	3	greencircle	green	circle	3	28	2	0.40571	LONG	2	0	CONGRUENT	NOSWITCH	25.21373	28.41349	26.42401
31.41431	1.21025	31.41431	32.62456	34.61413	1.21025	1.68723	C	1	redcircle	red	circle	4	28	2	0.47698	LONG	2	1	INCONGRUENT	NOSWITCH	31.41431	34.61413	32.62456
35.62542	0.18235	35.62542	35.80777	37.81392	0.18235	1.57564	COLOR	3	redcircle	red	circle	4	28	2	1.39329	SHORT	1	1	INCONGRUENT	NOSWITCH	35.62542	37.81392	35.80777
38.80868	0.215499999999999	38.80868	39.02418	41.01364	0.215499999999999	1.73953	C	1	greentriangle	green	triangle	1	5	1	1.52403	SHORT	1	1	INCONGRUENT	NOSWITCH	38.80868	41.01364	39.02418
43.01975	0.198929999999997	43.01975	43.21868	45.20825	0.198929999999997	0.665379999999997	COLOR	3	greencircle	green	circle	3	5	1	0.46645	SHORT	1	1	CONGRUENT	NOSWITCH	43.01975	45.20825	43.21868
46.21956	1.19364	46.21956	47.4132	49.4193	1.19364	1.84762	SHAPE	4	greentriangle	green	triangle	1	28	2	0.65398	LONG	2	1	INCONGRUENT	SWITCH	46.21956	49.4193	47.4132
50.41404	0.215560000000004	50.41404	50.6296	52.61913	0.215560000000004	0.215560000000004	S	2	redcircle	red	circle	4	n/a	0	n/a	SHORT	1	0	INCONGRUENT	NOSWITCH	50.41404	52.61913	50.6296
54.60858	0.215519999999998	54.60858	54.8241	56.81369	0.215519999999998	0.892579999999998	COLOR	3	redtriangle	red	triangle	2	28	2	0.67706	SHORT	1	1	CONGRUENT	SWITCH	54.60858	56.81369	54.8241
57.82501	0.182299999999998	57.82501	58.00731	60.01341	0.182299999999998	1.18743	C	1	greencircle	green	circle	3	5	1	1.00513	SHORT	1	1	CONGRUENT	NOSWITCH	57.82501	60.01341	58.00731
61.02478	1.19364	61.02478	62.21842	64.22453	1.19364	2.39867	COLOR	3	redcircle	red	circle	4	28	2	1.20503	LONG	2	1	INCONGRUENT	NOSWITCH	61.02478	64.22453	62.21842
